Event,Data_Source,Depth [m],Latitude,Longitude,symbiont-barren non-spinose,symbiont-barren spinose,symbiont-bearing spinose,symbiont-facultative non-spinose,symbiont-obligate spinose,undetermined non-spinose,symbiont-bearing non-spinose,symbiont-facultative spinose
ODP122-760A,margo,0.39,-16.922,115.5413333,0.0705521472392638,0.00613496932515337,0.0214723926380368,0.41717791411043,0.47239263803681,0,0,0
ODP122-762B,margo,0.8,-19.88733333,112.254,0.0627306273062731,0.025830258302583,0.022140221402214,0.424354243542435,0.428044280442804,0.011070110701107,0,0
ODP506B,margo,97,0.61,-86.092,0,0.17619047618,0.00238095238,0.59285714287,0.05,0,0,
ODP506B,margo,100,0.61,-86.092,0.00634249471,0.1226215645,0.01268498943,0.63213530659,0.03805496828,0,0,
ODP506B,margo,102,0.61,-86.092,0.00280898876,0.1207865169,0.01123595506,0.64044943819,0.02247191011,0,0,
ODP506B,margo,110,0.61,-86.092,0.00626959248,0.08150470219,0.00940438871,0.71786833855,0.00940438872,0,0,
ODP506B,margo,114,0.61,-86.092,0,0.1005586592,0.00558659218,0.66201117314,0.04748603353,0,0,
ODP506B,margo,118,0.61,-86.092,0.00290697674,0.1308139535,0.00581395348,0.63662790696,0.0523255814,0,0,
ODP677B,margo,104,1.202,-83.737,0.00289017341,0.07514450867,0.00578034682,0.65606936417,0.01445086705,0,0,
ODP677B,margo,107,1.202,-83.737,0,0.05647840532,0,0.67441860466,0.03322259136,0,0,
ODP677B,margo,110,1.202,-83.737,0,0.06528189911,0,0.71810089017,0.03264094955,0,0,
ODP677B,margo,113,1.202,-83.737,0.00539083558,0.06738544474,0.00539083558,0.61994609166,0.02964959569,0,0,
ODP677B,margo,116,1.202,-83.737,0.00325732899,0.04885993485,0.00325732899,0.70358306188,0.04234527687,0,0,
ODP677B,margo,119,1.202,-83.737,0.00317460317,0.06031746032,0,0.62222222227,0.03174603174,0,0,
ODP846B,margo,78,-3.05,-90.49,0.00333333333,0.1233333333,0,0.74666666667,0.05,0,0,
ODP846B,margo,81,-3.05,-90.49,0,0.2653061224,0,0.62099125368,0.01457725948,0,0,
ODP846B,margo,85,-3.05,-90.49,0.00666666667,0.1933333333,0.00666666666,0.6566666667,0.01666666667,0,0,
ODP846B,margo,88,-3.05,-90.49,0,0.2141176471,0,0.60235294123,0.01647058823,0,0,
ODP846B,margo,89,-3.05,-90.49,0.01607717042,0.1382636656,0,0.69774919607,0.038585209,0,0,
ODP846B,margo,93,-3.05,-90.49,0.00330033003,0.19141914186,0,0.69966996693,0.02310231023,0,0,
ODP846B,margo,97,-3.05,-90.49,0.00664451827,0.10631229234,0,0.75083056475,0.02657807309,0,0,
ODP846B,margo,100,-3.05,-90.49,0,0.1503067485,0,0.62576687121,0.03067484663,0,0,
ODP846B,margo,104,-3.05,-90.49,0.00664451827,0.13289036547,0,0.74086378736,0.05980066445,0,0,
ODP846B,margo,108,-3.05,-90.49,0,0.06153846154,0,0.78461538462,0.05,0,0,
P69,margo,3.9,-40.39666667,177.9966667,0.178683385579937,0.213166144200627,0,0.282131661442006,0.0219435736677116,0,0,0
PC17,margo,370,21.358,-158.19,0.0164,0.0256,0.1828,0.0932,0.2596,0.0018,0,
PC17,margo,374,21.36,-158.19,0.027,0.0246,0.145,0.091,0.2555,0.0098,0,
PC17,margo,378,21.36,-158.19,0.0144,0.0192,0.137,0.1322,0.3173,0.0024,0,
PS1230-1,margo,0.24,78.8553,-4.7812,1,0,0,0,0,0,0,0
PS1230-1,margo,0.26,78.8553,-4.7812,1,0,0,0,0,0,0,0
PS1533-3,margo,0.73,82.0317,15.1908,0.984,0.015,0,0.001,0,0,0,0
PS1533-3,margo,0.79,82.0317,15.1908,0.985,0.015,0,0,0,0,0,0
PS1730-2,margo,0.9,70.1165,-17.6943,1,0,0,0,0,0,0,0
PS1919-2,margo,0.23,74.9967,-11.8267,1,0,0,0,0,0,0,0
PS1919-2,margo,0.36,74.9967,-11.8267,1,0,0,0,0,0,0,0
PS1922-1,margo,1.32,75.0003,-8.771,,0,0,0,0,0,0,0
PS1922-1,margo,1.56,75.0003,-8.771,,0,0,0,0,0,0,0
PS1927-2,margo,0.72,71.4967,-17.1483,1,0,0,0,0,0,0,0
PS1927-2,margo,0.8,71.4967,-17.1483,1,0,0,0,0,0,0,0
PS1927-2,margo,0.9,71.4967,-17.1483,1,0,0,0,0,0,0,0
PS1951-1,margo,0.83,68.8417,-20.825,1,0,0,0,0,0,0,0
PS1951-1,margo,0.94,68.8417,-20.825,1,0,0,0,0,0,0,0
PS1951-1,margo,1,68.8417,-20.825,1,0,0,0,0,0,0,0
PS2129-1,margo,0.3,81.3667,17.4717,0.997,0,0,0.003,0,0,0,0
PS2129-1,margo,0.4,81.3667,17.4717,0.992,0.002,0,0.006,0,0,0,0
PS2138-1,margo,1.72,81.535,30.5933,1,0,0,0,0,0,0,0
PS2138-1,margo,1.92,81.535,30.5933,0.998,0.002,0,0,0,0,0,0
PS2138-1,margo,2.13,81.535,30.5933,0.994,0.006,0,0,0,0,0,0
PS2138-1,margo,2.23,81.535,30.5933,1,0,0,0,0,0,0,0
PS2446-4,margo,3.1,82.3967,40.9083,1,0,0,0,0,0,0,0
PS2446-4,margo,3.3,82.3967,40.9083,1,0,0,0,0,0,0,0
PS2446-4,margo,3.5,82.3967,40.9083,1,0,0,0,0,0,0,0
PS2613-6,margo,0.35,74.1767,-0.48,0.999,0,0,0.001,0,0,0,0
PS2613-6,margo,0.4,74.1767,-0.48,1,0,0,0,0,0,0,0
PS2644-5,margo,1.13,67.8667,-21.765,0.998,0,0,0.001,0,0,0,0
PS2644-5,margo,1.17,67.8667,-21.765,0.999,0.002,0,0,0,0,0,0
PS2837-5,margo,3.89,81.2333,2.3817,0.996,0,0,0.004,0,0,0,0
PS2837-5,margo,3.95,81.2333,2.3817,0.997,0,0,0.003,0,0,0,0
PS2837-5,margo,3.97,81.2333,2.3817,1,0,0,0,0,0,0,0
PS2876-1,margo,0.17,81.759,-9.4355,0.999,0,0,0.001,0,0,0,0
PS2876-1,margo,0.27,81.759,-9.4355,0.993,0,0,0.006,0,0,0,0
PS2876-1,margo,0.61,81.759,-9.4355,1,0,0,0,0,0,0,0
PS2876-1,margo,0.83,81.759,-9.4355,0.999,0,0,0.001,0,0,0,0
PS2887-1,margo,0.5,79.6,-4.6077,0.999,0,0,0.001,0,0,0,0
PS2887-1,margo,0.52,79.6,-4.6077,1,0,0,0,0,0,0,0
PS2887-1,margo,0.56,79.6,-4.6077,1,0,0,0,0,0,0,0
Q200,margo,0.59,-45.995,172.025,0.906474820143885,0.0827338129496403,0,0.00719424460431655,0,0,0,0
Q585,margo,0.73,-49.70333333,182.075,0.944767441860465,0.0436046511627907,0,0.00872093023255814,0,0,0,0
R657 (S),margo,0.5,-42.53333333,181.5083333,0.10989010989011,0.243956043956044,0,0.347252747252747,0.0043956043956044,0,0,0
R657 (W),margo,0.5,-42.53333333,181.5083333,0.180379746835443,0.253164556962025,0,0.310126582278481,0.00316455696202532,0,0,0
RC08-039,margo,0.7,-42.88333333,42.35,0.746666666666667,0.0966666666666667,0,0.0333333333333333,0,0,0,0
RC08-078,margo,0.5,-44.78333333,184.2333333,0.124555160142349,0.334519572953737,0,0.377224199288256,0.0427046263345196,0,0,0
RC09-148,margo,0.19,-29.68,113.7,0.0218579234972678,0.0382513661202186,0.00273224043715847,0.57103825136612,0.316939890710383,0,0,0
RC09-150 (P),margo,0.8,-31.28333333,114.5516667,0.0996677740863787,0.0930232558139535,0.0365448504983389,0.601328903654485,0.152823920265781,0,0,0
RC09-150 (W),margo,0.9,-31.28333333,114.5516667,0.0394736842105263,0.0953947368421053,0,0.717105263157895,0.0756578947368421,0,0,0
RC09-161,margo,1.6,19.56833333,59.595,0.02,0.296666666666667,0.0266666666666667,0.35,0.283333333333333,0,0,0.00333333333333333
RC09-162,margo,0.5,19.07666667,60.42166667,0.033112582781457,0.218543046357616,0.0298013245033113,0.403973509933775,0.314569536423841,0,0,0
RC10-11,margo,20,-11.183,-162.917,0,0.0102774922918808,0.065775950668037,0.350462487153135,0.163412127440904,0,0,
RC10-131,margo,0.3,-14.53,157.97,0.0069204152249135,0.0588235294117647,0.0449826989619377,0.328719723183391,0.525951557093426,0,0,0
RC10-16,margo,9,33.083,158,0.0313253012048193,0.120481927710843,0,0.624096385542169,0.0337349397590361,0,0,
RC10-62,margo,51,3.333,-101.717,0.0260869565217391,0.0434782608695652,0.0130434782608696,0.578260869565217,0.0565217391304348,0,0,
RC10-97,margo,44,0.917,-134.317,0.0150943396226415,0.0289308176100629,0,0.491823899371069,0.0264150943396226,0.0213836477987421,0,
RC11-120,margo,0.74,-43.51666667,79.86666667,0.62,0.27,0,0.0266666666666667,0.00333333333333333,0,0,0
RC11-121,margo,0.4,-39.71666667,82.25,0.142857142857143,0.411960132890365,0,0.146179401993356,0.129568106312292,0,0,0
RC11-126,margo,0.2,-30.06666667,94.41666667,0.207357859531773,0.287625418060201,0.0267558528428094,0.214046822742475,0.22742474916388,0,0,0
RC11-134,margo,0.1,-33.06666667,110.55,0.0860927152317881,0.291390728476821,0.00993377483443709,0.350993377483444,0.188741721854305,0,0,0.0033112582781457
RC11-145,margo,0.29,-25.48333333,110.0166667,0.0206489675516224,0.0176991150442478,0.00294985250737463,0.690265486725664,0.247787610619469,0,0,0
RC11-147,margo,0.6,-19.05833333,112.75,0.0564784053156146,0.0465116279069768,0.116279069767442,0.395348837209302,0.352159468438538,0,0,0
RC11-21,margo,15,-6.133,-140.85,0.0128571428571429,0.0857142857142857,0.0642857142857143,0.387142857142857,0.141428571428571,0.0728571428571429,0,
RC11-21,margo,40,1.817,-140.05,0.137809187279152,0.0353356890459364,0.0141342756183746,0.371024734982332,0.03886925795053,0.0141342756183746,0,
RC11-22,margo,30,-14.817,-139.967,0.009,0.017,0.094,0.29,0.111,0.004,0,
RC11-23,margo,45,-8.8,-110.8,0.0307692307692308,0.0727272727272727,0.00559440559440559,0.413986013986014,0.11048951048951,0.0307692307692308,0,
RC11-86,margo,0.4,-35.78,18.45,0.646,0.132,0,0.174,0.045,0,0,0
RC11-86,margo,0.5,-35.78,18.45,0.6,0.125,0.007,0.23,0.034,0,0,0.003
RC12-10,margo,40,-26,169.2,0.0651649235720032,0.085277554304103,0.0080450522928399,0.267900241351569,0.311343523732904,0,0,
RC12-109,margo,0.4,-25.88333333,157.8666667,0.0353982300884956,0.0752212389380531,0.0176991150442478,0.331858407079646,0.519911504424779,0,0,0
RC12-113 (A),margo,0.5,-24.88,163.52,0.0690690690690691,0.0570570570570571,0.0480480480480481,0.207207207207207,0.603603603603604,0,0,0
RC12-113 (M),margo,0.4,-24.88,163.52,0.0523,0.0817,0.0361,0.2548,0.5393,0,0,0
RC12-267,margo,0.73,-38.68,-25.78,0.576,0.042,0,0.379,0.004,0,0,0
RC12-294,margo,0.4,-37.27,-10.1,0.383,0.452,0,0.15,0.016,0,0,0
RC12-294,margo,0.45,-37.27,-10.1,0.312,0.498,0,0.183,0.006,0,0,0
RC12-294,margo,0.46,-37.27,-10.1,0.451,0.403,0,0.14,0.006,0,0,0
RC12-294,margo,0.48,-37.27,-10.1,0.495,0.359,0,0.143,0.002,0,0,0.001
RC12-294,margo,0.5,-37.27,-10.1,0.372,0.428,0,0.166,0.035,0,0,0
RC12-294,margo,0.53,-37.27,-10.1,0.433,0.386,0,0.169,0.009,0,0.001,0
RC12-294,margo,0.55,-37.27,-10.1,0.262,0.521,0,0.211,0.006,0,0,0
RC12-328,margo,0.3,-3.95,60.6,0.07,0.07,0.03,0.327,0.495,0.006,0,0
RC12-339,margo,0.7,9.133333333,90.03333333,0.023489932885906,0.114093959731544,0.0302013422818792,0.587248322147651,0.238255033557047,0,0,0
RC12-340,margo,0.7,12.7,90.017,0.027,0.022,0.098,0.441,0.401,0.01,0,0
RC12-341,margo,0.6,13.05,89.583,0.043,0.032,0.145,0.44,0.323,0.017,0,0
RC12-343,margo,0.6,15.167,90.567,0.009,0.033,0.085,0.516,0.351,0.006,0,0
RC12-344,margo,2.9,12.767,96.067,0.021,0.063,0.078,0.193,0.622,0.021,0,0
RC12-36,margo,20,15.1,124.133,0.0061633281972265,0.0585516178736518,0.049306625577812,0.098613251155624,0.343605546995378,0,0,
RC13-038,margo,0.4,-14.51666667,177.1,0.0152963671128107,0.0363288718929254,0.0382409177820268,0.323135755258126,0.583173996175908,0,0,0
RC13-11,margo,50,-1.65,-103.633,0.0187713310580205,0.052901023890785,0.00170648464163823,0.327645051194539,0.0204778156996587,0.00341296928327645,0,
RC13-153,margo,0.59,15.065,-75.95,0.04,0.059,0.016,0.236,0.643,0,0,0.003
RC13-153,margo,0.6,15.065,-75.95,0.06,0.019,0.038,0.24,0.64,0,0,0
RC13-17,margo,30,19.083,-170.067,0.0343511450381679,0.0343511450381679,0.152671755725191,0.049618320610687,0.16793893129771,0.00381679389312977,0,
RC13-228,margo,1.1,-22.33,11.198,0.711,0.226,0,0.039,0.022,0,0,0
RC13-228,margo,1.15,-22.33,11.198,0.485,0.239,0.003,0.223,0.049,0,0,0
RC13-228,margo,1.2,-22.33,11.198,0.606,0.231,0,0.128,0.036,0,0,0
RC13-228,margo,1.25,-22.33,11.198,0.604,0.274,0,0.097,0.025,0,0,0
RC13-228,margo,1.3,-22.33,11.198,0.757,0.148,0,0.076,0.019,0,0,0
RC13-228,margo,1.35,-22.33,11.198,0.822,0.129,0,0.036,0.012,0,0,0
RC13-229,margo,0.52,-25.49,11.307,0.733,0.03,0,0.211,0.026,0,0,0
RC13-229,margo,0.55,-25.49,11.307,0.703,0.109,0,0.154,0.03,0,0,0
RC13-229,margo,0.58,-25.49,11.307,0.814,0.076,0,0.094,0.017,0,0,0
RC13-229,margo,0.6,-25.49,11.307,0.773,0.114,0,0.11,0.004,0,0,0
RC13-81,margo,10,-19.017,-124.233,0.0110294117647059,0.0206801470588235,0.0243566176470588,0.293658088235294,0.185202205882353,0.0174632352941176,0,
RC13110,margo,54,0.1,-95.65,0.0598802395209581,0.0988023952095808,0,0.715568862275449,0.0119760479041916,0,0,
RC13115,margo,61,-1.633,-104.833,0.0215633423180593,0.0700808625336927,0,0.579514824797844,0.0350404312668464,0.00539083557951483,0,
RC14-007,margo,0.25,-35.51666667,44.75,0.0695364238410596,0.165562913907285,0,0.407284768211921,0.145695364238411,0,0,0
RC14-009,margo,0.7,-39.01666667,47.88333333,0.079734219269103,0.3421926910299,0.00332225913621262,0.146179401993356,0.0232558139534884,0,0,0
RC14-029,margo,0.2,-10.92333333,88.315,0.0264900662251656,0.0298013245033113,0.0662251655629139,0.413907284768212,0.430463576158941,0.00993377483443709,0,0
RC14-035,margo,0.4,-0.833333333,89.95,0.04,0.07,0.02,0.42,0.4,0.0466666666666667,0,0
RC14-037,margo,0.4,1.466666667,90.16666667,0.0232558139534884,0.0664451827242525,0.0465116279069768,0.418604651162791,0.40531561461794,0.0332225913621263,0,0.00332225913621262
RC14-039,margo,0.7,-5.857,90.52,0.033,0.121,0.021,0.468,0.327,0.03,0,0
RC17-069,margo,0.6,-31.5,32.6,0.0397350993377483,0.109271523178808,0.0198675496688742,0.533112582781457,0.258278145695364,0,0,0
RC17-073,margo,0.3,-32.11666667,36.01666667,0.0730897009966777,0.149501661129568,0.0365448504983389,0.431893687707641,0.269102990033223,0,0,0
RC17-098,margo,0.53,-13.21666667,65.61666667,0.0966666666666667,0.0333333333333333,0.0333333333333333,0.38,0.443333333333333,0.00333333333333333,0,0
RC17-108,margo,0.4,-10.508,57.72,0.0263157894736842,0.167763157894737,0.154605263157895,0.263157894736842,0.351973684210526,0,0,0
RC17-113,margo,0.3,15.033,66.097,0.0431893687707641,0.0564784053156146,0.00996677740863787,0.514950166112957,0.368770764119601,0,0,0
RC24-16,margo,0.66,-5.038,-10.19,0.133,0.141,0.003,0.413,0.306,0,0,0
RC24-16,margo,0.69,-5.038,-10.19,0.112,0.117,0.006,0.418,0.337,0,0,0
RC24-16,margo,0.72,-5.038,-10.19,0.139,0.112,0,0.474,0.264,0,0,0
RC24-16,margo,0.75,-5.038,-10.19,0.148,0.08,0,0.414,0.359,0,0,0
RC24-16,margo,0.78,-5.038,-10.19,0.117,0.052,0,0.485,0.341,0,0,0
RC8-94,margo,16,-27.283,-102.083,0.037948717948718,0.0353846153846154,0.0743589743589744,0.166666666666667,0.25025641025641,0.00153846153846154,0,
RC9-124,margo,40,-28.75,172.6,0.0857400722021661,0.125451263537906,0.00992779783393502,0.226534296028881,0.3014440433213,0,0,
RC9-126,margo,30,-33.233,168.733,0.0311526479750779,0.197040498442368,0.00311526479750779,0.320872274143302,0.145638629283489,0,0,
RC9-178,margo,0.5,33.733,27.917,0.436123348017621,0.127753303964758,0,0.0881057268722467,0.348017621145375,0,0,0
RC9-178,margo,0.61,33.733,27.917,0.467048710601719,0.212034383954155,0,0.0630372492836676,0.257879656160458,0,0,0
RC9-178,margo,0.665,33.733,27.917,0.416403785488959,0.271293375394322,0,0.0946372239747634,0.217665615141956,0,0,0
RC9191,margo,1.28,38.2,18.033,0.459677419354839,0.244623655913979,0.00537634408602151,0.0994623655913978,0,0,0,0
RC9191,margo,1.36,38.2,18.033,0.426356589147287,0.294573643410853,0,0.111111111111111,0,0,0,0
RC9191,margo,1.46,38.2,18.033,0.562222222222222,0.182222222222222,0.00222222222222222,0.0888888888888889,0.00222222222222222,0,0,0
RC9191,margo,1.56,38.2,18.033,0.473581213307241,0.203522504892368,0.00195694716242661,0.0978473581213307,0.00195694716242661,0,0,0
RC9191,margo,1.65,38.2,18.033,0.39917695473251,0.234567901234568,0,0.164609053497942,0.00205761316872428,0,0,0
RR9702A-63TC,margo,16,-18.085,-79.04,0.0938775510204082,0.2,0.00204081632653061,0.555102040816327,0.0224489795918367,0,0,
RR9702A-69TC,margo,70,-16.007,-76.378,0.228915662650602,0.385542168674699,0,0.306024096385542,0.0265060240963855,0,0,
RR9702A-69TC,margo,80,-16.007,-76.378,0.151685393258427,0.120786516853933,0,0.404494382022472,0.0224719101123596,0,0,
RS067-GC10,margo,0.505,-38.86166667,140.1,0.192429022082019,0.501577287066246,0,0.141955835962145,0.00315457413249211,0,0,0
RS096-GC21,margo,0.29,-23.77216667,108.5006667,0.048,0.04,0.028,0.508,0.34,0,0,0
RS147-GC07,margo,0.985,-45.15,146.28,0.211783439490446,0.329617834394904,0,0.135350318471338,0.0222929936305732,0,0,0.165605095541401
RS147-GC14,margo,0.25,-46.45,145.24,0.336507936507936,0.374603174603175,0,0.142857142857143,0.0158730158730159,0,0,0
RS147-GC31,margo,0.69,-44.53,149.05,0.146031746031746,0.517460317460317,0,0.158730158730159,0,0,0,0
S794,margo,1.39,-35.31,177.9966667,0.145363408521303,0.18546365914787,0.0025062656641604,0.305764411027569,0.0451127819548872,0,0,0
SHI9006,margo,5.99,-4.33223,117.59584,0.0285714285714286,0.116483516483516,0.0307692307692308,0.474725274725275,0.34945054945055,0,0,0
SHI9016,margo,0.52,-8.455833333,128.238,0.0379746835443038,0.0506329113924051,0.0611814345991561,0.417721518987342,0.377637130801688,0.0274261603375527,0,0
SHI9022,margo,5.79,-11.35444,122.03799,0.0227272727272727,0.0397727272727273,0.0596590909090909,0.4375,0.357954545454546,0,0,0
SHI9034,margo,8.3,-9.09764,111.00721,0.030952380952381,0.145238095238095,0.0285714285714286,0.445238095238095,0.107142857142857,0,0,0
SO36-07,margo,0.73,-42.25,144.75,0.238961038961039,0.332467532467533,0,0.163636363636364,0.0493506493506494,0,0,0
SO36-21,margo,0.2,-43.8,145.5,0.128526645768025,0.45141065830721,0,0.235109717868339,0.0156739811912226,0,0,0
SO36-39,margo,0.3,-45.87,145.99,0.219512195121951,0.362804878048781,0,0.167682926829268,0,0,0,0
SO36-47,margo,0.5,-46.87,145.98,0.22189349112426,0.384615384615385,0,0.177514792899408,0,0,0,0
SO82_5-2,margo,1,59.1862,-30.9048,0.983,0.014,0,0.003,0,0,0,0
SO82_5-2,margo,1.05,59.1862,-30.9048,0.989,0.009,0,0.002,0,0,0,0
SO82_5-2,margo,1.1,59.1862,-30.9048,0.992,0.006,0,0.002,0,0,0,0
SO82_5-2,margo,1.15,59.1862,-30.9048,0.991,0.007,0,0.002,0,0,0,0
SO82_5-2,margo,1.2,59.1862,-30.9048,0.975,0.017,0,0.004,0.001,0,0,0.003
SO82_5-2,margo,1.21,59.1862,-30.9048,0.979,0.017,0,0.002,0.002,0,0,0
SO82_5-2,margo,1.22,59.1862,-30.9048,0.983,0.016,0,0,0.001,0,0,0
SO82_5-2,margo,1.23,59.1862,-30.9048,0.967,0.03,0,0.001,0.002,0,0,0
SO82_5-2,margo,1.24,59.1862,-30.9048,0.962,0.036,0,0.001,0.001,0,0,0
SO82_5-2,margo,1.25,59.1862,-30.9048,0.963,0.033,0,0.003,0.001,0,0,0
SO82_5-2,margo,1.26,59.1862,-30.9048,0.97,0.025,0,0.004,0.001,0,0,0
SO82_5-2,margo,1.27,59.1862,-30.9048,0.955,0.039,0,0.004,0.002,0,0,0
SO82_5-2,margo,1.28,59.1862,-30.9048,0.963,0.029,0,0.008,0,0,0,0
SO82_5-2,margo,1.29,59.1862,-30.9048,0.681,0.257,0,0.053,0.009,0,0,0
SO82_5-2,margo,1.3,59.1862,-30.9048,0.453,0.463,0,0.062,0.022,0,0.002,0
SO82_5-2,margo,1.31,59.1862,-30.9048,0.526,0.392,0,0.067,0.014,0,0,0
SO82_5-2,margo,1.32,59.1862,-30.9048,0.912,0.083,0,0.005,0,0,0,0
SO82_5-2,margo,1.33,59.1862,-30.9048,0.951,0.044,0,0.005,0,0,0,0
SO82_5-2,margo,1.34,59.1862,-30.9048,0.959,0.035,0,0.003,0.003,0,0,0
SO82_5-2,margo,1.35,59.1862,-30.9048,0.976,0.021,0,0.003,0,0,0,0
SU81-18,margo,3.8,37.767,-10.183,0.481,0.181,0,0.3,0.038,0,0,0
SU81-18,margo,3.9,37.767,-10.183,0.447,0.271,0,0.204,0.079,0,0,0
SU81-18,margo,4,37.767,-10.183,0.289,0.426,0,0.206,0.076,0,0,0
SU81-18,margo,4.1,37.767,-10.183,0.451,0.157,0,0.273,0.119,0,0,0
SU81-18,margo,4.2,37.767,-10.183,0.323,0.249,0.003,0.327,0.097,0,0,0
SU81-18,margo,4.3,37.767,-10.183,0.429,0.237,0,0.253,0.08,0,0,0
SU81-18,margo,4.4,37.767,-10.183,0.359,0.279,0,0.275,0.088,0,0,0
SU81-18,margo,4.5,37.767,-10.183,0.43,0.309,0.003,0.198,0.059,0,0,0
SU81-18,margo,4.7,37.767,-10.183,0.57,0.192,0.007,0.155,0.074,0,0,0
SU81-18,margo,4.8,37.767,-10.183,0.568,0.236,0.006,0.142,0.046,0,0,0
SU81-18,margo,4.9,37.767,-10.183,0.503,0.302,0,0.142,0.052,0,0,0
SU81-18,margo,5,37.767,-10.183,0.411,0.322,0,0.212,0.055,0,0,0
SU81-18,margo,5.1,37.767,-10.183,0.341,0.571,0,0.077,0.01,0,0,0
SU81-18,margo,5.2,37.767,-10.183,0.14,0.807,0,0.053,0,0,0,0
SU81-18,margo,5.3,37.767,-10.183,0.325,0.378,0,0.269,0.028,0,0,0
SU8107,margo,2.5,35.57,-3.48,0.587301587301587,0.360544217687075,0,0.0476190476190476,0.00453514739229025,0,0,0
SU8107,margo,2.6,35.57,-3.48,0.691022964509395,0.231732776617954,0.00208768267223382,0.0688935281837161,0.00208768267223382,0,0,0
SU8107,margo,2.7,35.57,-3.48,0.717062634989201,0.207343412526998,0,0.0626349892008639,0.00431965442764579,0,0,0
SU8107,margo,2.8,35.57,-3.48,0.694545454545455,0.236363636363636,0,0.0509090909090909,0.0145454545454545,0,0,0
SU8107,margo,2.9,35.57,-3.48,0.684754521963824,0.248062015503876,0,0.0490956072351421,0.00516795865633075,0,0,0
SU8107,margo,3,35.57,-3.48,0.752293577981651,0.214067278287462,0,0.0305810397553517,0.00305810397553517,0,0,0
SU8107,margo,3.1,35.57,-3.48,0.623076923076923,0.31025641025641,0,0.0641025641025641,0,0,0,0
SU90-03,margo,0.97,40.505,-32.0533,0.389,0.284,0,0.287,0.028,0,0,0
SU90-03,margo,0.98,40.505,-32.0533,0.356,0.294,0,0.305,0.044,0,0,0
SU90-03,margo,1,40.505,-32.0533,0.399,0.243,0,0.306,0.041,0,0,0
SU90-03,margo,1.02,40.505,-32.0533,0.393,0.227,0,0.33,0.037,0,0,0
SU90-03,margo,1.04,40.505,-32.0533,0.419,0.263,0.003,0.247,0.055,0,0,0
SU90-03,margo,1.06,40.505,-32.0533,0.372,0.284,0,0.282,0.063,0,0,0
SU90-03,margo,1.07,40.505,-32.0533,0.37,0.279,0,0.297,0.044,0,0,0
SU90-03,margo,1.08,40.505,-32.0533,0.357,0.295,0,0.296,0.048,0,0,0
SU90-03,margo,1.1,40.505,-32.0533,0.368,0.311,0,0.256,0.055,0,0,0
SU90-03,margo,1.12,40.505,-32.0533,0.378,0.28,0,0.276,0.062,0,0,0
SU90-39,margo,0.81,52.5667,-21.94,0.961,0.033,0,0.007,0,0,0,0
SU90-39,margo,0.9,52.5667,-21.94,0.914,0.047,0,0.036,0,0,0,0
SU90-39,margo,0.99,52.5667,-21.94,0.935,0.056,0,0.006,0,0,0,0
SU90-I06,margo,0.21,59.5217,-39.445,0.997,0,0,0.002,0,0,0,0
SU90-I06,margo,0.23,59.5217,-39.445,0.991,0.005,0,0.004,0,0,0,0
SU92-21,margo,0.8,36.5117,-23.7367,0.281,0.049,0,0.563,0.107,0,0,0
SU92-21,margo,0.85,36.5117,-23.7367,0.354,0.101,0.013,0.422,0.109,0,0,0
T87/2/20G,margo,0.405,34.97,23.75,0.396984924623116,0.165829145728643,0.0050251256281407,0.0954773869346734,0.266331658291457,0,0,0
T87/2/20G,margo,0.455,34.97,23.75,0.343478260869565,0.169565217391304,0,0.147826086956522,0.308695652173913,0,0,0
T87/2/20G,margo,0.505,34.97,23.75,0.402777777777778,0.125,0,0.0972222222222222,0.347222222222222,0,0,0
TR163-11,margo,36,6.45,-85.822,0.0099009901,0.1122112211,0,0.4422442244,0.02640264027,0,0,
TR163-33,margo,76,-1.913,-82.568,0.00847457627,0.1807909605,0.00282485876,0.66101694915,0.02259887006,0,0,
TR163-33,margo,78,-1.913,-82.568,0,0.21,0,0.63000000003,0.01333333333,0,0,
TR163-33,margo,82,-1.913,-82.568,0.01333333333,0.2066666667,0.00333333333,0.63999999994,0.02666666666,0,0,
TR163-33,margo,84,-1.913,-82.568,0.00643086817,0.1318327974,0,0.72025723472,0.02250803859,0,0,
TR163-33,margo,86,-1.913,-82.568,0.00308641975,0.19444444445,0,0.64197530867,0.04012345679,0,0,
TR163-33,margo,88,-1.913,-82.568,0.00563380282,0.2394366197,0,0.62816901415,0.01971830986,0,0,
TR163-33,margo,90,-1.913,-82.568,0.00333333333,0.1666666667,0.00333333333,0.67000000003,0.03666666667,0,0,
TR163-33,margo,92,-1.913,-82.568,0,0.20440251569,0,0.66981132071,0.0283018868,0,0,
U938,margo,1.3,-45.075,179.4983333,0.55045871559633,0.137614678899083,0,0.305810397553517,0,0,0,0
V  28294,margo,4,28.433,139.967,0.0441839495040577,0.126239855725879,0.0153291253381425,0.219116321009919,0.219116321009919,0,0,
V  28304,margo,45,28.533,134.133,0.0174418604651163,0.148671096345515,0.00415282392026578,0.289867109634552,0.199335548172758,0,0,
V  32139,margo,1,31.567,151.1,0.0247524752475248,0.0767326732673267,0,0.638613861386139,0.0495049504950495,0,0,
V 18-31,margo,25,-2.85,-126.2,0.010752688172043,0.039426523297491,0.00716845878136201,0.415770609318996,0.00716845878136201,0.010752688172043,0,
